name,address,description,inquiries,imageName,sigungu
세종대학교 세종아트갤러리,서울특별시 광진구 능동로 209 세종대학교,"세종아트갤러리는 세종대학교 광개토관 내 위치한 140평의 공간으로서 2006년 개관하여 젊고 유능한 예비작가들을 위한 전시를 제공해왔으며, 최근 진취적이고 역량있는 중견 작가들의 다양한 전시를 기획하고 있다.",02-3408-4093,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=c9827a8d-423b-49a7-a2a7-d85fac90535c,광진구
누와 [한국관광 품질인증/Korea Quality],서울특별시 종로구 필운대로5나길 3-1,"누와는 서울 경복궁 서쪽 서촌마을 주택가 깊숙한 곳에 있는 원룸 독채의 작은 한옥이다. 한옥 전면을 통창으로 내 시원하고, 거실에는 다도를 할 수 있는 좌식 호두나무 탁자와 욕조가 놓여 있다. 고급 다기와 찻잎, 목욕용 소금도 준비되어 있다. 여행 후 족욕이나 반신욕을 하며 피로를 풀기에 좋다. 누와만의 특별한 공간 침실에는 침대와 맞붙은 벽에 둥근 만월창이 있어 정원과 인왕산 끝자락을 볼 수 있다.",0504-0904-2313,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b743f0bc-21d5-4817-9e79-98240a526cc9,종로구
스테이 데이 오프 [한국관광 품질인증/Korea Quality],서울특별시 종로구 자하문로1다길 6,"스테이데이오프는 서울 경복궁 서쪽마을 서촌 먹자골목 뒤편에 위치한 한옥스테이다. 지하철 3호선 경복궁역에서 도보 5분 거리에 있어 대중교통의 접근성이 뛰어나다. 객실은 본채와 별채로 나뉘는데, 본채는 퀸사이즈 침대가 놓인 침실 2개, 거실 겸 주방, 화장실 2개로 구성되어 있다. 별채의 특별함은 시원한 통창 안으로 반신욕을 할 수 있는 욕조와 사우나가 있다는 것이다. 주중에 이틀 넘게 묵으면 숙박비를 10% 할인해준다.",0504-0904-2406,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=5baa9ea2-569f-4ebd-a970-e54a22c6695a,종로구
담소정[한국관광 품질인증/Korea Quality],서울특별시 종로구 북촌로9길 16-2,"서울 종로 북촌에 위치한 담소정은 200년 된 경주 육송을 사용하고 진흙을 발라 지은 고급 한옥 게스트하우스다. 광목 색동이불이 침구로 제공되고, 진품 도자기와 옻칠 장인이 만든 그림, 반닫이 등 갤러리 못지 않은 소장품을 곳곳에 두었으며, 외국인 손님을 위한 홈바도 있어, 외국대사 등 VIP가 많이 다녀간다. 조식으로 연잎밥과 유기농 채소로 만든 반찬이 제공되고, 서예와 부채만들기 체험도 진행되고 있다.",010-2053-9701,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=ac3ec640-b6e2-4858-a888-a4c64dd5df2c,종로구
금빛공원,서울특별시 금천구 금하로 668,"서울 금천구 시흥 1동 주민센터 옆에 조성된 근린공원으로 휴식을 취하거나 문화예술 공연을 관람할 수 있는 넓은 공원이다. KBS 전국노래자랑, 금천구 주부가요제 등 각종 문화행사가 많이 열리는 곳이다. 공원 숲속 사이로 ‘찬란한’ 조깅 코스도 만들어 놓아 주민들에게 인기가 많다. 공원 내 피트니스센터에서는 헬스, GX, 골프 등 다양한 프로그램을 진행하고 있어 공원에서 다채로운 시간을 보낼 수 있다.",02-2627-1657,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=9e04bba6-fe39-447e-a4d0-d4ca9c0ebc13,금천구
광장싸롱,서울특별시 종로구 동호로 403-3,"광장시장 입구에 있는 레트로한 분위기의 전통찻집이다. 서울 지하철 종로5가역 7번 출구에서 가깝다. 종로강남한의원에서 다년간 연구·개발한 건강 한방차를 판매하는 찻집이다. 여러 쌍화차와 전통차뿐 아니라 커피 음료도 마실 수 있다. 일반 라테와 한방이 더해진 쌍화라테, 생강라테 등 다양한 메뉴가 준비되어 있다. 1층에는 뒤로 자개장 벽 장식에 벨벳 의자가 레트로 감성을 자극하는 포토존 좌석이 있다. 2층도 빈티지한 옛날 가구들로 예스럽고 고급스러운 분위기를 살렸다. 청계천과 인접해 있어 청계천 나들잇길에 들르기 좋다.",02-2285-2071,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=236608fa-0716-4df1-b886-3eef91859fe1,종로구
오만지아,서울특별시 용산구 유엔빌리지길 14,"한남동 유엔빌리지에 있는 이탈리안 식당으로 그라노 출신의 황동휘 오너 셰프가 운영 중인 레스토랑이다.
미쉐린 가이드 서울 2018, 2019, 2020 연속 선정 및 <수요미식회> 파스타 편에 방영된 이탈리안 레스토랑으로 감각적인 입구 디자인과 실내 인테리어, 오픈 키친으로 분위기 있는 집으로도 유명하다. 매장은 지하에 위치해 있다.",02-749-2900,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=3a0d6287-ed65-4422-a183-2097190762e3,용산구
깔리,서울특별시 종로구 대학로11길 43,"대학로에서 ‘작은 인도’로 불린다. 안으로 들어서면 주인장이 수년 동안 직접 인도와 네팔, 티베트를 배낭여행 하면서 모은 소품들로 가득 채워져 마치 여행을 떠나온 것 같은 기분마저 느껴진다. 요리사들도 현지에서 직접 초빙했다. 정통의 인도 요리를 맛볼 수 있어 현지인이나 여행자들도 즐겨 찾는다. 다양한 종류의 커리와 탄두리치킨, 칠리치킨 등을 낸다. 인도 전통 음료인 라씨와 인도의 국민차로 불리는 짜이도 맛있다. 저렴한 런치메뉴와 세트메뉴도 인기다. 음식 외에도 인도와 네팔 배낭여행 정보도 얻을 수 있다. 깔리란 이름은 인도의 여신에게서 가져왔다. 수드라와 불가촉천민 등 억압받는 자들의 신으로, 이들의 운명과 저주를 대신해서 처절하게 응징해 주고 보호해 주는 독립적이고 잔혹한 여신이다.",02-747-5050,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=3f05b1fe-b97f-4e88-819d-76c277ee1404,종로구
정동길,서울특별시 중구 정동길 2-1,"서울 시내에서 가장 유명한 산책길 중의 하나로, 정동교회 앞 사거리에서 이화여자고등학교 동문 앞을 지나 새문안길에 이르는 구간이다. 정동길 일대는 조선 시대 이후 근대 서울 역사를 기록하고 있는 커다란 박물관이다. 이 일대는 한양 도성의 서부 서대문과 서소문 사이 성안에 자리하여 성벽이 보호막이 되어주면서 일찍부터 왕실과 양반 관료의 주거공간으로 발달하였고, 궁궐과 왕비능이 위치하였다. 1999년 서울시에서 """"걷고 싶은 거리"""" 1호로 지정되었으며, 이때 2차선 도로를 1차선 일방 통행도로로 만듦과 동시에 보행자 도로를 확장하였다. ''낙엽 쓸지 않는 길''로 지정되었으며, 2006년 건설교통부가 선정한 ''한국의 아름다운 길 100선''에서 최우수상을 차지하였다. 가로 주변에는 정동공원, 배재 공원 등이 자리하여 시민들의 휴식을 위한 장소로 제공되고 있으며, 이화여자고등학교, 예원학교, 서울국토관리청, 경향신문사, 정동극장 등이 있다.",02-732-7524,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=dfb0ec40-f3ff-4d90-b731-2f410116acd8,중구
순천집,서울특별시 동작구 노량진로 80,"서울 동작구 노량진에 위치한 순천집은 전국 각지에서 공수한 신선한 해산물로 남도 요리를 선보이는 식당이다. 대표 메뉴는 벌교에서 올라온 통통하게 살이 오른 참꼬막을 부드럽고 쫄깃하게 쪄 내 짙은 바다의 풍미를 느낄 수 있는 ''벌교 참꼬막''이다. 신선한 참꼬막 회와 무침을 잘한다고 입소문이 나 있지만, 키조개 샤부샤부 및 9가지 해산물을 코스로 맛볼 수 있는 남도 코스요리도 인기 있는 메뉴이다. 그 외 주꾸미와 낙지, 홍어로 만드는 요리도 판매한다. 기본 밑반찬도 다양하고 푸짐하며 마지막에 나오는 매생이 죽까지 만족할만한 남도 음식을 맛볼 수 있는 곳으로 이름나 있다. SBS <생방송 투데이> 2,785회 (2021.03.22)에 ''참꼬막 데침''으로 소개되면서 웨이팅이 더욱더 많아졌으므로 사전에 예약하고 방문해야 편하게 음식을 즐길 수 있다.",02-817-3222,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=10e0de97-4052-41e2-a1c8-14d1c055b010,동작구
테르트르카페,서울특별시 종로구 낙산5길 46,"서울 종로구 창신동 언덕에 위치한 테르트르카페는 서울의 전경을 한눈에 담을 수 있는 뷰를 갖춘 카페이다. 카페 단독 건물의 3개층과 루프탑 어느 자리에서나 전망이 뛰어나서 서울의 랜드마크인 롯데월드타워와 남산타워까지 서울의 풍경을 한눈에 조망 할 수 있다. 낮에도 좋지만 해 질 녁이나 밤에도 서울의 모습을 다양하게 맛볼 수 있는 곳이다. 언덕 위에 있고 주차장이 없어서 접근성은 좋지 않지만, 전면 통창과 루프탑에서의 뷰는 역대급인 카페라 할 수 있을 것 같다. 입장 후 BAR에서 선 주문 후, 2층이나 3층 또는 루프탑으로 이동하여 차를 즐기면 된다. 음료와 디저트를 많이 이용하지만 맥주, 글라스 와인 등도 판매하고 있다. 대학로나, 한양도성, 낙산공원과 연계 관광이 가능하다.",02-742-5689 / 0507-1388-5689,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=672c2c53-a030-4534-8725-1dce6e0451ca,종로구
명락사,서울특별시 관악구 청룡1길 11,"서울 관악구 청룡동에 있는 명락사는 관악산 줄기의 끝자락 도심 상업지역에 있다. 40여 년 넘게 서울 서남권의 포교 활동과 다문화가정을 위한 포교에 관심을 기울이고 있는 사찰이다. 청년회가 활성화되어 있으며, 토요일 저녁 8시 30분부터 정기 법회를 갖는다. 2호선 봉천역과 서울대입구역 중간지점에 있다.",02-889-7272,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=1e757029-af7a-43c7-9292-023184c7f5bb,관악구
김옥길기념관,서울특별시 서대문구 연대동문길 47-6,"서울 서대문구 대신동에 있는 전 이화여자대학교 총장 김옥길(1990년 작고) 여사를 추모하기 위해 세운 기념관이다.
김옥길 여사의 동생인 연세대 명예교수 김동길 박사가 건축가 김인로 씨에게 의뢰해 김옥길 여사의 생가 자리에 1999년 4월 건립됐다. 대지면적 371.9㎡, 건축면적 62.64㎡, 연면적 212.69㎡ 규모의 2층 건물로 지하에는 공연장 및 전시 공간으로 이용되고 있으며, 1~2층은 카페로 사용되었으나 현재는 운영하지 않는다.
1998년 한국건축문화대상을 받은 건축물로 연세대 주변 문화인들을 비롯한 방문객들에게 사랑받는 곳이다.",02-392-2622,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b5b82f47-2ebb-4a18-b8e4-65f3f96014af,서대문구
부민옥,서울특별시 중구 다동길 24-12,"1956년 개업하여 65년 넘는 역사를 자랑하는 부민옥은 양무침과 육개장이 유명한 맛집이다. 서울 시청 인근 무교동 음식문화의 거리에 위치해 있다. 대표 메뉴인 육개장과 양무침은 TV 프로그램 <수요미식회> 93회와 <미식클럽> 4회에도 소개된 적이 있다. 맵지 않고 담백한 육수에 고기와 대파가 듬뿍 들어간 육개장은 인근 직장인들이 점심 메뉴로 오랫동안 사랑받고 있으며, 부드럽고 쫄깃하며 비린 냄새가 없는 양무침은 미식가들에게 인기다. 지하철 2호선 을지로입구역 1번 출구와 1호선 시청역 4번 출구에서 도보 5분 거리에 있다.",02-777-2345,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=ccc0288c-6c22-4b78-834a-cec9946b2a23,중구
띠아낭,서울특별시 강서구 화곡로64길 72,"서울 강서구 등촌동 주택가 골목에 위치한 띠아낭(tia nắng, 태양, 햇빛이라는 뜻)은 SBS <백종원의 골목식당> 160회(2021.03.16)에 출연한 베트남 쌀국수 전문 식당이다. 작은 규모의 식당에서 매일 100인분 한정 판매하며 재료 소진 시 영업을 조기 마감한다.
메뉴는 양지 쌀국수와 양지&깐 양(소 위) 쌀국수 두 가지로 푸짐한 고기양에 육수는 맑고 깨끗하면서도 진한 맛을 낸다.
식당 벽면에는 띠아낭 핫소스와 해선장을 3:1 비율로 첨가하여 섞어 먹어보도록 맛있게 먹는 방법을 안내하고 있다. 식당 한쪽에는 숙주와 절인 양파 셀프바가 마련되어 있다.
TV 방영 이후 찾아오는 손님이 많아져 웨이팅이 길다. 식당 영업 시작은 11시이지만 식당에서 발행하는 웨이팅 번호 발급은 오전 9시부터 시작되며, 테이블링 앱으로 원격 줄서기 서비스를 이용하면 대기하기 조금 편리하다.
주차가 불가능하므로 대중교통을 이용하는 것이 편리하다. 지하철 9호선 증미역 4번 출구에서 560m 거리다.",070-4300-0707,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=64540d7d-10bb-4889-9302-df475a5d26b5,강서구
맥파이앤타이거 신사티룸,서울특별시 강남구 논현로153길 44,"맥파이앤타이거 신시타룸은 동아시아의 좋은 차와, 차를 소개하는 브랜드이다. 맥파이앤타이거와 균형잡힌 삶을 추구하는 스킨케어 브랜드 디어클레어스의 플래그십 스토어인 Klairs Seoul이 만나 중국 운남, 한국 하동의 차를 소개하는 신사동 신사티룸이 탄생했다. 차와 함께 즐기는 베리에이션 음료와 계절의 플레이트는 준비되는 과정부터 가만히 음미하며 즐기는 시간, 마치는 시간까지 조화롭다. 차의 맛과 향 뿐만 아니라 다기의 질감, 그리고 차를 마시는 내가 어우러져 차의 시간이 되는 것이다. 조용한 음악소리에 조금은 어두운 공간. 보글보글 물이 끓는 주전자와 따뜻한 온기가 전해지는 차 한잔. 신사티룸은 일상 속 놓치기 쉬운 감각에 집중할 수 있는 공간이다.",0507-1352-4023,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=95ca81ff-8312-4024-9525-ae2c9506374b,강남구
우참판,서울특별시 서초구 서래로 23,우참판은 깔끔하고 고급스러운 인테리어로 감각적인 외식공간이다. 국내청정지역의 직영농장과 위탁농가에서 사육한 플러스 등급 이상의 토종한우만을 엄선하여 사용한다. 가족을 다하는 마음으로 친절한 서비스를 제공하고 있다.,010-7200-5940,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=8234319b-6a38-45cf-9109-1c3974606cd0,서초구
카페미우,서울특별시 용산구 새창로14길 7,"카페미우는 서울 효창공원역을 지나 경의선 공원 인근에 위치한 핸드드립전문 카페이다.
카페의 이름은 사장님의 반려견 미우의 이름을 따서 지어졌다. 핸드드립 커피 외에도 다양한 음료와 수제간식을 판매한다.",02-813-0315,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=992a4b51-06c5-4a9d-b22d-1bc88705c1bc,용산구
전태일기념관,서울특별시 종로구 청계천로 105,"노동운동가 청년 전태일의 일대기를 담아 그를 기념하기 위해 설립한 기념 공간으로, 청년 전태일이 활동했고 분신 항거로 했던 장소인 청계천에 있다. 전태일 및 노동 운동과 관련된 상설 기획 전시, 공연, 교육을 이용할 수 있다.",02-318-0903~4,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=fa0f5501-5607-4b61-9abd-d5760efeef3b,종로구
청하,서울특별시 영등포구 국제금융로 78,30년 전통 횟집 <청하>는 주인이 직접 요리하며 제철에 따라 다양한 활어회를 제공한다. 두툼한 횟감과 푸짐하게 차려진 각종 요리로 입안 가득 깊은 풍미와 진한 맛을 느낄 수 있는 밑반찬 천국이다. 회의 쫄깃한 내공이 느껴지며 처음 가도 단골처럼 대해주는 서비스도 좋다. 점심 회정식과 저녁 활어회 진선미 세트메뉴가 대표메뉴이고 생대구탕 등 각종 매운탕과 초밥등이 있다. 음식이 정갈하고 고급스러 우며 입식룸이 완비되어 있어 가족끼리 오붓하게 식사하거나 회식 및 각종 모임에 특화된 여의도 맛집으로 자주 추천된다. 회 코스 가격은 3만원 대부터이다.,02-780-7721,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=50d43fec-97a7-4fb9-bb53-0cd98bdccacc,영등포구
하늘공원,서울특별시 마포구 하늘공원로 95,"하늘공원은 월드컵공원 내에 속해 있는 공원으로, 평화공원, 난지천공원, 난지한강공원, 노을공원과 함께 월드컵 경기장 주변의 5대 공원을 이룬다. 생태환경을 복원할 목적으로 조성되었으며, 자연에너지를 사용하여 자체 시설을 운영하고 있다. 억새 식재지, 혼생초지, 암석원, 해바라기 식재지, 전망휴게소, 풍력발전기 등으로 구성되어 있다. 월드컵공원 중 하늘과 가장 가까운 곳에 있으며, 쓰레기 매립지의 척박한 땅에서 자연으로 복원되는 변화를 보여주는 공원이다. 가을의 은빛 억새꽃이 장관을 이루며 북한산, 한강 등 서울의 풍경을 한눈에 볼 수 있다. 또한 노을과 야경이 아름답기로 알려진 명소이기도 하다.",02-300-5500,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=173c1215-8b5f-410d-9f8d-23be7c79db6c,마포구
업사이드커피 뚝섬점,서울특별시 성동구 왕십리로14길 19-1,"업사이드커피 뚝섬점은 용산구 해방촌에서 시작한 로컬 브랜드인 업사이드커피 지점이다. 서울지하철 2호선 뚝섬역 1번 출구 인근에 있다. 주차장은 별도로 마련되어 있지 않다. 이곳은 내부가 좁지만, 야외에 한 테이블, 내부에 동그란 원형 테이블이 3개 있다. 대표 메뉴는 뚝섬점만의 시그니처 커피인 뚝섬 커피가 있고 그 외 해방촌 커피, 여의도 커피, 에스프레소, 아메리카노 등 다양한 음료가 있다. 서울숲이 가까이에 있어 가볍게 산책할 수 있고, 성수동카페거리, 성수동구두테마공원, 뚝섬유원지 등도 근처에 있어 둘러보기에 좋다.
※ 반려동물 동반 가능",070-8691-4107,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=4c63def5-9552-482a-8bee-3c43ff88d30f,성동구
오엔엘,서울특별시 성동구 아차산로17길 49 생각공장데시앙플렉스,"오엔엘은 서울지하철 7호선 어린이대공원역 4번 출구 인근에 있다. 자가용 이용 시 지하 주차장을 이용할 수 있고 버스나 지하철 등 대중교통수단을 이용할 수 있다. 아기자기한 예쁜 꽃과 화분으로 꾸며 놓은 이곳은 다양한 소품들을 전시, 판매도 하고 있다. 대표 메뉴로는 (Brunch) 베이컨 머쉬룸 스크램블 & 후무스 플레이트, 화이트 라구 파스타, (Brunch) 머쉬룸 포레스트 리조또, (Dinner) 칠리 라자냐 등이 있다. 서울어린이대공원이 가까이에 있어 가볍게 산책할 수 있고, 성수동카페거리, 성수동구두테마공원, 뚝섬유원지, 서울숲 등이 있어 연계 관광을 할 수 있다.
※ 반려동물 동반 가능",0507-1449-7019,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=504e86a3-5a0d-439b-84eb-b8cf7db19d05,성동구
구욱희씨,서울특별시 성동구 서울숲4길 12-22,"구욱희 씨는 서울시 성수동에 있는 베이커리 카페로 쿠키, 스콘, 파운드, 케이크 등 다양한 디저트들과 직접 로스팅한 원두 커피와 음료들이 있는 곳이다. 주택을 개조하여 만든 카페답게 마당을 정원처럼 꾸며 놓았다. 카페는 1,2층으로 되어 있고 1층엔 다양한 쿠키와 케이크가 있는 쇼케이스와 카운터가 있고 2층에는 룸과 바 테이블 등이 있다. 대표 메뉴는 오레오 쿠키와 초코 미니 파운드지만 그 외에도 카라멜미니파운드, 카라멜메로투스쿠키, 쑥 스콘, 빅토리아 케이크 등 다양한 베이커리 종류가 있다. 별도의 주차장이 없어 공영 주차장을 이용하거나 수인분당선 서울숲 역 5번 출구로 나오면 가깝다. 서울숲이 가까이에 있어 가볍게 산책할 수 있고, 성수동 카페거리, 성수동 구두 테마공원, 뚝섬 유원지 등도 근처에 있어 둘러보기에 좋다.
※반려동물 동반 가능",0507-1413-7799,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=6b86d26f-5995-4fa0-8015-c81a68b961de,성동구
10꼬르소꼬모 청담점,서울특별시 강남구 압구정로 416,"서울 강남구 압구정에 위치한 10꼬르소꼬모 청담점은 카페와 의류 및 생필품을 판매하는 편집숍을 겸하고 있는 곳이다.
건물 지하 1층에 있는 카페는 브런치 및 디저트 메뉴도 인기 있지만 멋진 인테리어로도 유명하다.
1층은 잡지, 캔들, 디퓨저, 주방용품 등 인테리어 소품을 판매하고 있으며 2층은 의류, 3층은 잡화를 판매하고 있어 분위기 좋은 곳에서 식사와 더불어 쇼핑도 할 수 있는 공간으로 인기 있다. 압구정로데오역 3번 출구에서 약 120M 거리에 있다.",02-547-3010,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=01889eb4-cfc2-4a18-abe0-cad4c9371e67,강남구
리숨두부,서울특별시 서초구 원터4길 7,"리숨두부는 신분당선 청계산입구역 2번 출구 청계산입구사거리 인근에 있다. 건물은 2층으로 되어있다. 자차로 방문할 경우 가게 앞 주차장이 협소하여 발레파킹 서비스(유료)를 이용해야 한다. 청계산 입구에 있는 관계로 등산객들의 이용이 많아 기본 웨이팅이 있다. 이곳은 두부 전문점으로, 두부버섯전골, 두부삼겹보쌈이 주메뉴이다. 검은콩국수, 리숨두부짬뽕, 검은콩초두부, 시래기비지탕, 두부구이, 육전, 굴전 다양한 메뉴를 즐길 수 있다. 메뉴는 배달 전문 앱을 이용하여 주문이 가능하고 반조리 상태로 포장이 가능하다. 방송사 유명 맛집 기행 관련 TV 프로그램과 만화 식객에 소개된 집이다. 식당 인근에 청계산이 있어 등산 후 이용하기 좋다.
※반려동물 동반 가능",02-578-1701,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=a68dc8ad-5c71-484f-ae31-41055bef5dac,서초구
라프레플루트,서울특별시 성동구 서울숲2길 8-8,"라프레플루트는 서울지하철 2호선 뚝섬역 8번 출구 성수중학교 근처에 있다. 자가용 이용 시는 뚝섬 유수지 공영주차장에 주차할 수 있고, 버스나 지하철 등 대중교통을 이용하는 것이 편리하다. 매장의 테이블은 테라스 좌석까지 2인석 기준 9~10개 있고, 벽 쪽에 4명이 앉을 수 있는 자리가 있다. 과일 전문 카페답게 가게 앞자리에 과일을 전시해 두었다. 대표 메뉴로는 복숭아빙수, 애플망고빙수가 있고 그 외 냉동 과일을 사용하지 않고 제철 과일을 이용한 빙수와 음료 등을 판매한다. 인근에 성수동카페거리, 성수동구두테마공원, 서울숲, 뚝섬유원지 등이 있어 산책하며 둘러보기 좋다.
※ 반려동물 동반 가능",0507-1383-7415,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=7c04939e-5d95-4c23-97db-3eced62f597b,성동구
피키니키 라자냐,서울특별시 성동구 서울숲2길 14,"피키니키 라자냐는 서울시 성동구 성수동에 있는 라자냐 전문점이다. 서울 지하철 2호선 뚝섬역 8번 출구, 성수중학교 인근 주택가로 별도로 마련된 주차장이 없어 주변 공영 주차장을 이용하거나 대중교통을 이용하는 것이 편리하다. 큰 거울로 꾸민 외부 인테리어부터 매장 내부까지 이국적인 느낌이 풍긴다. 대표 메뉴는 하우스 라구 라자냐, 트러플 비프 라자냐가 있다. 그 외에 프레시 토마토 라자냐, 토마토살사 샐러드파스타, 수비드닭 가슴살 샐러드파스타 등 다양한 라자냐와 샐러드가 있다. 서울 숲이 가까이에 있어 가볍게 산책할 수 있고, 성수동 카페거리, 성수동 구두 테마공원, 뚝섬 유원지 등도 식사 전. 후 둘러보기에 좋다.
※ 반려동물 동반 가능",0507-1475-0902,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=4b41e1d7-bbb2-4238-96fc-a6ef6d48a957,성동구
톤업,서울특별시 성동구 성수일로 95,"톤업은 서울지하철 2호선 뚝섬역 4번 출구 인근 전철 고가 밑 대로변에 있다. 주차장은 별도로 마련되어 있지 않다. 입구에 파란 벤치가 눈에 띄는 곳이다. 내부 곳곳에 바이크 용품이 전시되어 있고 온라인 판매도 하며 한쪽엔 작은 오락기도 놓여 있다. 대표 메뉴는 아메리카노, 카페 라테, 캐모마일, 얼 그레이, 크로플, 에그타르트, 크림 마늘빵 등이며 그 외 다양한 음료와 디저트류가 있다. 이곳의 음료 기본 사이즈는 조금 크다. 인근에 성수동 카페거리, 성수동 구두 테마공원, 서울숲 등이 있어 둘러보기 좋다.
※ 반려동물 동반 가능",0507-1478-0227,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=7d94feb9-c083-4c4e-8974-594106feda3d,성동구
메이플탑,서울특별시 성동구 성수이로14길 14 (주)대명케미칼,"메이플탑은 서울지하철 2호선 성수역 3번 출구에서 약 340미터 거리에 있다. 자가용 이용 시 전용 주차장을 이용할 수 있고, 대중교통 접근성도 좋은 편이다. 미국 브런치 감성을 콘셉트로 하는 브런치 카페로 대표 메뉴로는 덴버오믈렛, 메이플탑 팬케이크, 프렌체 토스트, 드립커피 등이 있다. 이외 그라놀로지 애플 요거트, 시즌메뉴: 카라멜애플 팬케이크, 아메리카노, 아메리칸 브렉퍼스트 등 다양한 메뉴가 있다. 서울숲이 가까이에 있어 가볍게 산책할 수 있고, 성수동카페거리, 성수동구두테마공원, 뚝섬유원지 등이 있어 연계 관광을 할 수 있다.
※반려동물 동반 가능",02-3789-4427,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=5824e117-d392-4351-be34-d31d53091dea,성동구
세스크 멘슬,서울특별시 성동구 성수이로14길 7,"방송에 소개된 적이 있는 세스크 멘슬은 서울지하철 2호선 성수역 3번 출구에서 약 400미터 경수초등학교 인근에 있다. 자가용 이용 시 전용 주차장을 이용할 수 있고, 버스나 지하철 등 대중교통수단을 이용하기도 편리하다. 이곳은 수제 소시지와 하몽 전문점이다. 매장은 짙은 우드톤의 인테리어가 고급스러운 분위기를 낸다. 메뉴로는 보끼, 슈스터, 마일리, 메추리, 슈니첼, 시저샐러드, 치즈플레터, 햄플레터 등 다양한 메뉴가 있다. 서울숲이 가까이에 있어 산책을 해도 좋고, 성수동카페거리, 성수동구두테마공원, 뚝섬유원지 등도 가까워 연계 관광도 할 수 있다.
※반려동물 동반 가능",0507-1328-0393,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=8bce35a9-7008-4a24-b5bf-bd050f329bc1,성동구
챔프커피 2작업실,서울특별시 용산구 녹사평대로26가길 24,서울시 용산구 이태원에 위치한 ‘챔프 커피’는 특별한 커피를 즐기는 사람들이 많이 찾는 빈티지한 분위기의 카페이다. 빨간 벽돌 외벽과 짙은 블루 톤의 인테리어가 인상적으로 포토 스폿으로도 유명하다. 대표 메뉴는 직접 로스팅 한 원두로 내린 에스프레소와 우유가 섞인 챔프 커피이며 플랫 화이트도 인기 다. 3가지 원두 중 선택할 수 있으며 원두를 즐겨 먹는 방법에 따라 취향대로 주문하면 원하는 대로 원두를 갈아서 바로 커피를 내려준다. 매장에서 원두와 굿즈도 판매하고 있으며 인터넷 홈페이지를 통해서도 원두를 판매하고 있다. 이태원역 4번 출구에서 도보로 10분 거리에 위치해 있으며 차량을 이용한 테이크 아웃 방문 시 주차는 10분간만 허용하고 있다.,02-790-4516,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=8066e02a-c84a-449a-b678-01e2e94eacc5,용산구
외고집설렁탕,서울특별시 강남구 삼성로 555,2017년 2018년 미쉐린가이드(미슐랭가이드) 맛집으로 선정된 설렁탕 맛집이다. 대한민국 레스토랑 가이드북인 블루리본 서베이에 추천맛집 선정되었다. 대한민국 대표 미식 바이블인 다이어리 알 레스토랑 가이드 2014 서울에 맛부문 최고의 레스토랑으로 선정되었다. 예능프로그램인 수요미식회 제15회 ''문 닫기 전에 꼭 가봐야 할 맛집''으로 선정되었다.,02-567-5225,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=5a75d625-95d1-40be-a1eb-ee4749cd61d8,강남구
